bureau_id,sme_id,pull_date,has_bank_account,has_mobile_money,has_loan_account,has_credit_card,has_debit_card,has_internet_banking,n_previous_loans,n_defaults,total_borrowed_usd,current_outstanding_usd,worst_payment_delay_days,uses_informal_lender,uses_friends_family_savings,collateral_type,collateral_value_usd,bureau_score
BUR_V40GQJE7,SME_04263,2021-05-16,Never had,Have now,Never had,Never had,Never had,Never had,2,0,4013.29,2713.5,60.0,No,No,none,,
BUR_36MAPE3E,SME_01540,2023-09-14,Never had,Have now,Never had,Never had,Never had,Used to have but don't have now,0,0,0.0,0.0,,Sometimes,Sometimes,guarantor,828.35,
BUR_E8HV4R4P,SME_03720,2020-03-29,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,2,0,3341.84,681.7,0.0,Sometimes,No,none,,470.0
BUR_BTQ4ADS4,SME_00392,2020-04-13,Have now,Have now,Never had,Never had,Have now,Have now,1,0,5483.24,1092.84,0.0,No,No,none,,678.0
BUR_SDFWMD6D,SME_02950,2020-07-08,Have now,Never had,Never had,Never had,Have now,Never had,2,0,1516.01,983.38,60.0,No,No,equipment,556.68,592.0
BUR_04U9LPXT,SME_04797,2021-06-16,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_WJ4TWM6I,SME_01336,2022-03-18,Never had,Have now,Never had,Never had,Never had,Never had,3,0,12525.51,9343.81,60.0,No,Sometimes,none,,
BUR_CCPBY7ZD,SME_01953,2021-04-13,Have now,Have now,Never had,Never had,Have now,Never had,2,0,1033.55,480.2,30.0,No,No,equipment,4182.67,485.0
BUR_UUAO197W,SME_04255,2020-08-11,Have now,Have now,Never had,Never had,Have now,Never had,1,0,404.87,248.42,60.0,No,No,equipment,15980.21,646.0
BUR_7WAIJKOD,SME_02228,2021-08-18,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,land,1234.62,572.0
BUR_UG7O5GFA,SME_05092,2022-12-07,Never had,Never had,Never had,Never had,Never had,Never had,3,0,6719.51,792.05,0.0,No,No,none,,
BUR_7WIOA78U,SME_03362,2021-05-22,Never had,Have now,Never had,Never had,Never had,Have now,0,0,0.0,0.0,,No,No,none,,
BUR_KTUBPSOF,SME_01411,2022-01-16,Never had,Have now,Never had,Never had,Have now,Never had,3,0,1260.77,643.13,0.0,No,No,land,26653.8,
BUR_8RWPZXQY,SME_00746,2023-03-09,Used to have but don't have now,Never had,Never had,Used to have but don't have now,Never had,Never had,1,0,6496.58,356.79,0.0,No,No,none,,620.0
BUR_MF55WCFW,SME_01121,2021-12-15,Have now,Have now,Never had,Never had,Have now,Never had,4,0,4584.49,208.63,0.0,No,Sometimes,none,,421.0
BUR_YYFLJHEJ,SME_03700,2022-08-19,Have now,Have now,Never had,Used to have but don't have now,Have now,Never had,1,0,5354.39,80.78,0.0,Sometimes,No,equipment,4276.33,449.0
BUR_KV5REDOP,SME_04656,2022-12-22,Have now,Never had,Never had,Never had,Have now,Never had,1,0,3828.71,1010.54,60.0,No,No,none,,656.0
BUR_AV00WAPK,SME_00931,2021-06-05,Never had,Have now,Have now,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_N7MC5R2R,SME_02475,2020-10-06,Never had,Never had,Never had,Never had,Have now,Never had,3,1,10006.41,7200.25,0.0,No,No,guarantor,11807.08,
BUR_W6ZXEE25,SME_01626,2020-06-24,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,626.0
BUR_125JS2Q0,SME_04156,2023-02-15,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,562.0
BUR_K5WHUTUT,SME_04244,2021-06-22,Used to have but don't have now,Never had,Never had,Never had,Never had,Used to have but don't have now,2,0,875.87,541.25,0.0,No,Yes,inventory,680.9,427.0
BUR_C35GX7MN,SME_00946,2023-02-06,Never had,Never had,Never had,Never had,Never had,Never had,1,0,2986.45,1847.16,0.0,No,No,equipment,3958.88,
BUR_M4B9B14M,SME_03472,2021-04-26,Never had,Have now,Never had,Never had,Never had,Have now,1,0,487.54,385.58,0.0,No,No,land,15922.11,
BUR_ESZ5WNZF,SME_00892,2020-08-26,Never had,Have now,Have now,Never had,Never had,Never had,1,0,4934.34,1665.39,0.0,No,No,inventory,1245.34,
BUR_E7AJR6LE,SME_01819,2021-10-24,Never had,Have now,Never had,Have now,Never had,Have now,2,0,13879.94,10178.32,60.0,No,No,none,,
BUR_2PKCY0CK,SME_02746,2020-10-12,Used to have but don't have now,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_FMEJITQ4,SME_02459,2020-10-14,Have now,Never had,Used to have but don't have now,Never had,Have now,Never had,2,0,5149.44,1722.51,30.0,No,No,none,,359.0
BUR_PZFCV6LU,SME_02540,2021-01-30,Never had,Have now,Never had,Never had,Never had,Never had,1,0,3624.52,1351.04,0.0,Sometimes,Sometimes,none,,
BUR_EZQPIRHE,SME_00169,2023-07-10,Have now,Never had,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,Sometimes,Sometimes,equipment,3243.51,473.0
BUR_5CPQDVV8,SME_00449,2020-12-14,Have now,Have now,Never had,Never had,Have now,Never had,1,1,22262.53,9242.48,0.0,No,No,inventory,1337.47,614.0
BUR_SF334YYH,SME_05045,2020-04-25,Have now,Have now,Used to have but don't have now,Never had,Have now,Never had,2,1,3367.93,1522.99,0.0,No,No,inventory,10881.95,557.0
BUR_NO6HSSKC,SME_00324,2020-05-11,Never had,Never had,Never had,Never had,Never had,Never had,1,1,8333.89,2370.93,0.0,No,No,equipment,350.05,
BUR_ZKQ9UV3Q,SME_00918,2022-09-19,Have now,Used to have but don't have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,706.0
BUR_2UEGP37G,SME_00468,2021-04-26,Never had,Never had,Never had,Never had,Never had,Never had,1,1,3662.89,749.48,0.0,No,No,none,,
BUR_9EAB94KJ,SME_02248,2021-02-05,Never had,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,Sometimes,none,,
BUR_GSY5A1L8,SME_05044,2021-12-29,Never had,Have now,Never had,Never had,Never had,Never had,2,0,5502.46,3612.75,0.0,Sometimes,No,none,,
BUR_17RQD7P6,SME_04588,2020-02-13,Have now,Have now,Never had,Never had,Have now,Never had,1,0,2044.2,1438.1,30.0,Sometimes,Sometimes,land,9031.54,584.0
BUR_JBWZ3UK7,SME_04618,2023-07-02,Never had,Have now,Used to have but don't have now,Never had,Never had,Used to have but don't have now,2,0,623.03,476.18,0.0,No,No,none,,
BUR_IAZAES6C,SME_02757,2023-12-17,Have now,Have now,Never had,Never had,Have now,Never had,1,0,3665.67,1133.08,0.0,No,No,land,3903.14,547.0
BUR_G7JF2AA7,SME_05101,2023-12-02,Never had,Have now,Never had,Never had,Never had,Never had,2,2,2049.77,246.3,0.0,No,No,none,,
BUR_IJWFS10S,SME_02736,2023-01-25,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,guarantor,30142.06,
BUR_6DPB2PDZ,SME_01990,2021-04-07,Never had,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_X1ED8ON7,SME_04893,2021-03-21,Never had,Have now,Never had,Never had,Never had,Never had,4,2,5616.42,119.59,0.0,No,No,land,5987.97,
BUR_KDT2A940,SME_04750,2020-10-07,Never had,Have now,Have now,Never had,Never had,Never had,2,0,1080.84,387.5,0.0,No,Sometimes,none,,
BUR_S2YEKK7R,SME_01206,2022-02-25,Never had,Have now,Never had,Never had,Never had,Never had,1,0,8996.84,5502.17,60.0,No,Sometimes,none,,
BUR_4XTSLLLG,SME_02350,2022-09-11,Never had,Have now,Have now,Never had,Never had,Used to have but don't have now,1,0,6290.17,3388.46,0.0,No,No,land,3146.46,
BUR_4A1Q48T4,SME_00690,2021-12-16,Never had,Have now,Never had,Never had,Never had,Never had,5,1,2573.92,591.77,0.0,No,No,none,,
BUR_82S1K5W7,SME_03471,2021-10-04,Have now,Have now,Never had,Never had,Have now,Never had,1,0,10160.05,6394.89,0.0,Sometimes,Sometimes,none,,630.0
BUR_AZM91OHZ,SME_01546,2020-09-29,Have now,Have now,Never had,Never had,Have now,Never had,2,1,3996.3,811.23,0.0,No,No,none,,505.0
BUR_RS0ZQLLZ,SME_04583,2020-10-12,Never had,Have now,Never had,Never had,Never had,Never had,2,0,4884.81,1599.83,30.0,No,No,equipment,5065.71,
BUR_W7G9MF3Q,SME_02526,2020-07-14,Have now,Have now,Never had,Never had,Have now,Never had,2,0,9229.77,96.86,0.0,No,No,none,,507.0
BUR_0CJLHUCA,SME_04179,2023-12-01,Never had,Have now,Never had,Never had,Never had,Never had,2,0,5462.45,771.62,60.0,No,No,guarantor,5149.38,
BUR_OBVXBYJT,SME_04390,2022-02-02,Never had,Never had,Never had,Never had,Never had,Never had,3,0,1264.78,757.97,0.0,No,No,guarantor,38793.36,
BUR_2GRL3VWF,SME_04318,2020-11-18,Never had,Never had,Never had,Never had,Never had,Never had,2,0,3979.04,3133.6,0.0,No,No,equipment,9543.07,
BUR_6RZXTW76,SME_03630,2021-01-05,Have now,Have now,Never had,Never had,Have now,Never had,1,0,9801.17,2552.34,0.0,No,No,none,,563.0
BUR_F4L14E5L,SME_03994,2023-08-21,Have now,Never had,Never had,Never had,Have now,Never had,1,1,1144.08,153.04,60.0,No,No,guarantor,17049.21,477.0
BUR_SKOW5RHH,SME_04538,2020-11-20,Never had,Never had,Never had,Never had,Never had,Never had,3,1,6071.92,4140.57,0.0,No,Sometimes,none,,
BUR_C0JJ8YXY,SME_00091,2020-02-11,Never had,Never had,Have now,Never had,Never had,Never had,2,0,2968.08,1876.39,0.0,No,Sometimes,inventory,10014.3,
BUR_U9JL1RSW,SME_03765,2020-06-23,Have now,Have now,Have now,Never had,Have now,Never had,3,1,47959.68,11525.93,60.0,No,No,none,,562.0
BUR_UE7WF16E,SME_02309,2021-05-28,Have now,Used to have but don't have now,Never had,Never had,Have now,Never had,1,0,11022.05,5716.78,0.0,No,No,land,4968.36,596.0
BUR_V1O7Q1CL,SME_02254,2021-05-16,Never had,Never had,Never had,Never had,Never had,Never had,2,0,38728.67,17915.82,0.0,Sometimes,No,none,,
BUR_SU5R41HT,SME_05134,2020-07-25,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,Sometimes,land,954.54,
BUR_LSQAFZRA,SME_02932,2022-02-20,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,850.0
BUR_5K862RF4,SME_02191,2022-05-21,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,1,1,8954.52,2829.74,0.0,No,No,inventory,37252.23,560.0
BUR_J9GI7O9V,SME_03676,2020-02-14,Never had,Never had,Have now,Never had,Never had,Never had,2,0,3357.17,975.25,0.0,No,No,none,,
BUR_8BTE43I0,SME_02506,2023-04-18,Have now,Have now,Never had,Never had,Have now,Never had,3,0,26200.58,20148.36,0.0,No,No,none,,569.0
BUR_E7LV1U1P,SME_04760,2023-01-26,Never had,Never had,Never had,Have now,Never had,Have now,1,1,2933.95,640.07,0.0,No,No,none,,
BUR_UA3TDOBF,SME_01106,2023-08-18,Never had,Never had,Never had,Never had,Never had,Never had,2,1,3816.08,1037.74,30.0,No,No,none,,
BUR_1U0Y05L5,SME_02873,2020-02-02,Never had,Have now,Never had,Never had,Have now,Never had,1,1,5067.26,665.32,0.0,Sometimes,No,none,,
BUR_RACF3LVQ,SME_03186,2023-02-13,Have now,Have now,Never had,Never had,Have now,Never had,2,1,3167.08,360.26,0.0,No,No,equipment,1338.33,489.0
BUR_0W3GTB9X,SME_03455,2023-11-24,Never had,Never had,Never had,Never had,Never had,Never had,1,0,3573.83,962.62,60.0,No,No,equipment,21782.25,
BUR_K6CHRPEH,SME_03920,2023-08-31,Never had,Have now,Never had,Never had,Never had,Never had,2,0,50222.92,9771.48,0.0,No,Yes,none,,
BUR_W2JEIQ7J,SME_01727,2023-12-22,Never had,Have now,Never had,Never had,Never had,Never had,3,0,8702.73,3750.83,0.0,No,Sometimes,inventory,9698.77,
BUR_WF8TNECZ,SME_02185,2023-06-20,Never had,Have now,Never had,Never had,Never had,Never had,3,2,21049.69,11850.79,0.0,Yes,No,none,,
BUR_5FQZQ4AP,SME_03591,2022-05-03,Have now,Used to have but don't have now,Have now,Never had,Have now,Never had,1,0,8596.88,6303.08,0.0,No,No,none,,338.0
BUR_03KC60K5,SME_01707,2021-05-29,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,land,565.91,545.0
BUR_SM9PBFYW,SME_04411,2021-06-18,Never had,Never had,Never had,Never had,Never had,Never had,2,0,2143.68,480.93,150.0,No,No,equipment,1875.4,
BUR_G7SRGCGX,SME_04188,2020-10-06,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,576.0
BUR_9YCP8MIF,SME_02561,2021-04-20,Have now,Have now,Never had,Never had,Have now,Never had,1,1,5038.2,3304.63,0.0,No,No,none,,729.0
BUR_XG2CWNSS,SME_01800,2023-12-25,Never had,Have now,Never had,Never had,Have now,Never had,1,0,4547.87,3346.89,0.0,No,No,none,,
BUR_ONNFZWSM,SME_03848,2020-02-11,Used to have but don't have now,Never had,Never had,Never had,Have now,Never had,2,1,838.6,594.22,0.0,No,No,none,,674.0
BUR_7FY31KYO,SME_02809,2021-04-11,Never had,Used to have but don't have now,Never had,Never had,Never had,Never had,2,1,2867.17,1834.7,0.0,No,No,guarantor,243.93,
BUR_NE233F33,SME_01164,2023-05-31,Never had,Have now,Have now,Never had,Have now,Never had,0,0,0.0,0.0,,No,Sometimes,none,,
BUR_LL82E2R7,SME_04752,2021-08-04,Never had,Have now,Never had,Never had,Never had,Never had,1,0,2634.16,514.01,0.0,No,No,none,,
BUR_XYIZK8CB,SME_00425,2021-06-29,Have now,Used to have but don't have now,Have now,Never had,Have now,Never had,2,0,5637.35,338.32,0.0,No,No,inventory,332.62,304.0
BUR_X7W0M00Z,SME_00999,2021-09-11,Never had,Never had,Never had,Never had,Never had,Never had,1,0,2665.09,1407.31,0.0,Sometimes,No,none,,
BUR_DJS1PXDI,SME_03351,2021-02-26,Have now,Never had,Never had,Never had,Have now,Used to have but don't have now,6,3,1736.41,211.32,0.0,No,No,none,,509.0
BUR_DD888KP6,SME_04654,2021-08-14,Never had,Have now,Never had,Never had,Never had,Never had,2,1,4186.0,3047.28,60.0,No,No,equipment,10697.88,
BUR_5YPAUXMB,SME_02480,2023-09-17,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,Sometimes,No,equipment,2534.42,
BUR_XPXZ0DHQ,SME_00363,2020-09-14,Have now,Have now,Never had,Never had,Have now,Never had,1,0,4588.42,2326.55,0.0,No,Sometimes,none,,841.0
BUR_DRM0Z4S7,SME_03377,2020-07-26,Never had,Never had,Never had,Never had,Never had,Never had,3,1,25366.96,17571.51,90.0,No,No,none,,
BUR_6VG289B8,SME_02864,2020-04-11,Have now,Have now,Never had,Never had,Have now,Never had,3,0,3194.94,1448.73,60.0,No,No,none,,616.0
BUR_FN6K746Y,SME_02056,2022-10-24,Never had,Have now,Never had,Never had,Never had,Never had,1,0,5533.74,4417.3,60.0,No,No,land,19421.54,
BUR_KLJEYL8V,SME_03230,2023-02-26,Have now,Have now,Never had,Never had,Have now,Never had,4,1,5547.23,3714.54,0.0,No,No,land,39957.02,578.0
BUR_B2H8YABU,SME_02917,2021-02-18,Never had,Have now,Never had,Never had,Never had,Never had,2,0,11812.29,7777.9,0.0,No,No,inventory,1966.27,
BUR_93RUCVNX,SME_01633,2022-05-01,Never had,Never had,Never had,Never had,Never had,Have now,2,0,2377.73,618.63,0.0,Yes,No,none,,
BUR_WGSWKM64,SME_01263,2020-02-23,Never had,Never had,Never had,Never had,Never had,Never had,1,1,7315.32,400.74,0.0,No,No,land,17548.07,
BUR_BO3O5CXV,SME_03933,2020-10-18,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,guarantor,3321.27,
BUR_JZTO2BZ8,SME_00862,2022-06-09,Never had,Have now,Never had,Never had,Never had,Never had,1,0,870.68,644.92,0.0,No,Sometimes,land,7797.82,
BUR_4VWZHQCO,SME_01772,2020-03-26,Never had,Have now,Never had,Never had,Never had,Never had,4,0,4054.51,121.84,0.0,No,No,guarantor,909.78,
BUR_ZHL7MZFS,SME_01503,2023-12-23,Have now,Never had,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,
BUR_45DCUMAU,SME_00300,2021-10-16,Have now,Have now,Never had,Never had,Have now,Used to have but don't have now,2,0,4169.42,1050.9,60.0,No,No,land,49709.89,515.0
BUR_KWYWC7VO,SME_02803,2023-08-09,Have now,Have now,Never had,Never had,Have now,Never had,1,0,31484.03,20274.96,0.0,No,No,inventory,1387.28,515.0
BUR_61HX6FD7,SME_04667,2020-07-12,Never had,Have now,Used to have but don't have now,Never had,Never had,Never had,1,0,7239.09,1192.99,0.0,Sometimes,No,none,,
BUR_QUAQOMH3,SME_04265,2023-12-05,Never had,Have now,Never had,Never had,Never had,Used to have but don't have now,0,0,0.0,0.0,,Sometimes,No,none,,
BUR_BR6HYWQI,SME_03884,2020-01-20,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,514.0
BUR_KM7EEUDJ,SME_04310,2021-02-23,Have now,Never had,Never had,Never had,Have now,Never had,3,0,8118.23,4142.48,30.0,No,No,none,,524.0
BUR_LGE7KYVT,SME_01256,2020-12-11,Never had,Never had,Never had,Have now,Never had,Never had,1,0,4729.89,222.03,0.0,No,No,inventory,362.36,
BUR_D22X6Q5F,SME_01716,2023-10-13,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,none,,481.0
BUR_6476B4CP,SME_00323,2021-05-15,Never had,Have now,Never had,Never had,Never had,Never had,3,0,3246.91,1664.41,0.0,No,Yes,none,,
BUR_LAS44PA6,SME_00253,2020-04-19,Never had,Have now,Never had,Never had,Never had,Never had,3,1,1811.26,386.59,0.0,No,No,none,,
BUR_OXVRQNI0,SME_02923,2023-11-04,Have now,Have now,Never had,Never had,Have now,Never had,1,0,3512.73,1736.29,0.0,No,Sometimes,land,4832.67,706.0
BUR_GOCSEY9B,SME_02749,2021-11-12,Never had,Have now,Never had,Never had,Never had,Have now,0,0,0.0,0.0,,No,Sometimes,land,529.54,
BUR_G7ISNZ97,SME_00997,2022-03-14,Never had,Never had,Never had,Never had,Have now,Never had,3,2,2433.69,302.3,0.0,No,No,equipment,1118.52,
BUR_2B57LP8D,SME_04235,2020-04-08,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,Sometimes,land,792.62,678.0
BUR_M9O163NF,SME_04306,2021-08-09,Never had,Have now,Have now,Never had,Never had,Have now,2,1,1937.95,201.44,0.0,No,Sometimes,none,,
BUR_2YAS8XA1,SME_03601,2023-05-05,Never had,Have now,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,guarantor,5856.32,
BUR_KT4D5QAA,SME_01316,2020-01-07,Never had,Never had,Never had,Never had,Have now,Never had,1,1,1318.84,850.07,30.0,No,No,none,,
BUR_LU89C3L7,SME_02218,2020-05-01,Have now,Never had,Never had,Never had,Have now,Never had,2,1,25730.3,11152.08,0.0,No,No,guarantor,8690.84,683.0
BUR_EILIJEBZ,SME_00956,2023-02-09,Never had,Never had,Never had,Never had,Have now,Never had,4,0,3132.32,1876.77,0.0,No,No,none,,
BUR_W3OFR7QL,SME_02656,2020-06-15,Never had,Never had,Never had,Never had,Never had,Never had,1,1,1213.61,130.02,30.0,No,No,equipment,819.76,
BUR_J8EZORST,SME_04801,2021-10-15,Have now,Have now,Never had,Never had,Have now,Never had,2,1,4320.44,3075.81,0.0,Sometimes,No,none,,643.0
BUR_FPXWBBAE,SME_00713,2021-06-10,Never had,Never had,Never had,Never had,Never had,Never had,2,1,732.42,246.89,0.0,No,No,land,3714.93,
BUR_DCQA07ZG,SME_02572,2023-08-13,Never had,Have now,Never had,Never had,Never had,Never had,1,0,10483.43,6552.89,0.0,Sometimes,Sometimes,equipment,438.57,
BUR_WTBVLUTM,SME_04594,2020-05-16,Have now,Have now,Never had,Never had,Have now,Never had,1,0,978.24,304.26,0.0,Yes,No,none,,698.0
BUR_3ONYMUH3,SME_00271,2021-07-06,Never had,Have now,Never had,Never had,Never had,Never had,2,0,7549.84,2387.14,0.0,No,No,none,,
BUR_KZN9YMAC,SME_02324,2020-06-13,Never had,Have now,Never had,Never had,Never had,Never had,4,0,3251.64,1569.55,60.0,No,Sometimes,land,2287.23,
BUR_LZ6Y3JRO,SME_01950,2020-05-02,Have now,Never had,Never had,Never had,Have now,Have now,0,0,0.0,0.0,,No,No,equipment,4755.46,698.0
BUR_IIGGV1YA,SME_04894,2023-01-15,Never had,Used to have but don't have now,Never had,Never had,Never had,Never had,1,1,1823.03,44.67,0.0,No,No,guarantor,7030.05,
BUR_S5XS3JCL,SME_04206,2022-05-20,Never had,Have now,Never had,Never had,Never had,Never had,1,0,11636.84,8291.87,30.0,No,No,equipment,16152.22,
BUR_VN8H8CCI,SME_03879,2020-03-23,Never had,Have now,Never had,Never had,Never had,Never had,1,0,2753.88,2099.63,0.0,No,No,equipment,1526.81,
BUR_9V0ND1SW,SME_04738,2020-04-16,Never had,Have now,Never had,Never had,Never had,Never had,3,1,561.13,93.29,0.0,Sometimes,No,guarantor,907.38,
BUR_RB3ECIMZ,SME_05149,2023-09-13,Never had,Have now,Used to have but don't have now,Never had,Never had,Never had,3,1,189.87,54.08,0.0,No,No,none,,
BUR_1LXQNA1S,SME_04790,2021-08-03,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,3,0,5321.86,1908.55,30.0,Sometimes,No,equipment,296.41,714.0
BUR_NF09O491,SME_02390,2021-05-23,Never had,Have now,Used to have but don't have now,Never had,Never had,Never had,4,1,15566.73,2655.28,0.0,Sometimes,Sometimes,inventory,14568.19,
BUR_J7ZBOFNM,SME_03882,2021-11-25,Have now,Never had,Never had,Never had,Have now,Never had,2,1,3284.57,405.93,0.0,No,No,none,,
BUR_8ZVMG122,SME_02975,2021-03-08,Never had,Have now,Have now,Never had,Never had,Never had,1,0,3210.23,2322.45,0.0,No,Sometimes,none,,
BUR_3Z9RIB83,SME_04994,2020-09-05,Have now,Have now,Never had,Never had,Have now,Never had,2,0,1892.23,439.89,0.0,No,Sometimes,equipment,307.74,659.0
BUR_GQR28AW5,SME_00934,2022-01-26,Never had,Have now,Never had,Never had,Never had,Used to have but don't have now,1,0,4612.48,1047.38,0.0,No,No,land,510.35,
BUR_5UNY4LPP,SME_02607,2022-05-23,Have now,Never had,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,equipment,849.63,677.0
BUR_BINIHZ8D,SME_01526,2022-05-22,Never had,Have now,Never had,Never had,Have now,Never had,2,0,4636.17,3537.61,0.0,No,No,none,,
BUR_PIR5Z464,SME_00225,2023-01-16,Have now,Never had,Never had,Never had,Have now,Never had,1,0,1085.4,305.19,60.0,Sometimes,No,none,,429.0
BUR_4SW1FEX4,SME_01779,2020-09-04,Used to have but don't have now,Have now,Never had,Never had,Never had,Never had,2,1,779.93,204.9,0.0,Yes,No,none,,658.0
BUR_14JA4CNW,SME_01372,2020-09-06,Never had,Never had,Never had,Never had,Never had,Never had,3,0,829.34,345.91,30.0,No,Yes,guarantor,1108.23,
BUR_7P8WDBWI,SME_02956,2020-07-24,Never had,Never had,Never had,Never had,Never had,Never had,3,0,2143.8,1245.64,0.0,No,No,none,,
BUR_BT45YSIU,SME_00875,2023-04-23,Never had,Have now,Never had,Never had,Never had,Never had,2,1,1641.85,1046.35,0.0,No,No,equipment,2149.77,
BUR_C9FE71SE,SME_01841,2020-10-19,Have now,Have now,Never had,Never had,Have now,Never had,1,1,4715.0,67.01,0.0,No,No,none,,592.0
BUR_O6NI4BH8,SME_03971,2021-01-26,Have now,Have now,Never had,Never had,Have now,Never had,1,0,1218.42,11.63,0.0,No,Sometimes,land,5289.86,440.0
BUR_FFRKNR12,SME_01846,2022-12-21,Never had,Never had,Never had,Never had,Have now,Never had,1,0,4892.63,895.93,30.0,No,No,guarantor,17825.47,
BUR_QTZVHV4I,SME_01149,2021-04-21,Used to have but don't have now,Never had,Never had,Never had,Never had,Never had,1,0,12488.83,1151.27,0.0,No,No,inventory,6656.27,729.0
BUR_NUOG4NFY,SME_00537,2023-09-24,Never had,Used to have but don't have now,Never had,Never had,Never had,Never had,1,0,13209.22,8717.68,0.0,Sometimes,No,land,49062.15,
BUR_TVQU6UA6,SME_04329,2022-07-26,Have now,Never had,Never had,Never had,Have now,Never had,1,0,10770.01,6358.83,30.0,No,No,none,,712.0
BUR_NG5II0OT,SME_03209,2020-11-01,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,668.0
BUR_PD3AONJC,SME_00340,2020-02-15,Have now,Have now,Never had,Never had,Have now,Used to have but don't have now,2,0,5530.45,3339.16,0.0,No,No,none,,
BUR_TTY940BJ,SME_04098,2020-06-24,Never had,Never had,Never had,Never had,Have now,Never had,2,1,4044.06,1586.52,0.0,No,Sometimes,none,,
BUR_SQVX2J4N,SME_01389,2023-04-13,Never had,Never had,Never had,Never had,Never had,Have now,3,1,7276.72,646.77,60.0,No,No,land,709.45,
BUR_XNG8OMD5,SME_04111,2023-10-17,Never had,Have now,Used to have but don't have now,Never had,Never had,Never had,1,1,2627.97,990.56,30.0,No,No,none,,
BUR_S72T7VPA,SME_04941,2020-11-10,Never had,Have now,Have now,Never had,Never had,Never had,3,1,3071.69,645.57,0.0,Sometimes,No,none,,
BUR_NHTHFQKH,SME_00975,2023-03-05,Have now,Used to have but don't have now,Never had,Never had,Have now,Never had,1,0,3764.21,70.1,0.0,No,No,guarantor,17143.04,451.0
BUR_HZJBG9JR,SME_00851,2020-02-04,Never had,Have now,Never had,Never had,Have now,Never had,1,0,7909.5,3878.18,0.0,No,No,none,,
BUR_A6WXDVOQ,SME_03599,2023-02-22,Never had,Have now,Never had,Never had,Never had,Never had,1,0,21953.7,919.87,0.0,No,No,equipment,664.65,
BUR_JTDO7AOA,SME_04836,2023-01-30,Never had,Have now,Used to have but don't have now,Never had,Never had,Never had,1,1,3806.9,1301.74,0.0,No,No,none,,
BUR_W63UA8WC,SME_04860,2022-06-22,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,guarantor,3959.04,
BUR_KIJIGPRO,SME_02948,2021-02-02,Never had,Have now,Never had,Never had,Never had,Never had,1,0,3935.14,1547.82,0.0,No,No,equipment,3506.4,
BUR_GGKJZ88Q,SME_00362,2022-10-17,Never had,Have now,Never had,Never had,Have now,Never had,2,0,39603.06,20389.82,0.0,No,No,inventory,6224.99,
BUR_W9FJWVJB,SME_02759,2023-02-22,Never had,Have now,Never had,Never had,Never had,Never had,2,2,1830.66,1345.9,60.0,No,No,none,,
BUR_K47TF8R8,SME_03799,2021-04-14,Never had,Never had,Never had,Never had,Never had,Never had,0,0,0.0,0.0,,No,No,land,1369.95,
BUR_U7ZXFWGW,SME_03540,2023-02-18,Never had,Never had,Have now,Never had,Never had,Never had,2,0,6341.68,2766.48,0.0,No,Sometimes,equipment,1987.99,
BUR_FVGQ46VC,SME_00358,2021-01-23,Have now,Have now,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,No,none,,460.0
BUR_KDIODAAD,SME_01798,2021-11-04,Have now,Never had,Never had,Never had,Have now,Never had,0,0,0.0,0.0,,No,Sometimes,inventory,1195.01,538.0
