interaction_id,sme_id,product_id,interaction_type,interaction_date,amount_requested_usd,amount_approved_usd,satisfaction_score,repayment_rate_pct,reason_rejection,channel
14667,SME_03060,2,rejected,2021-10-25,1027.1,,,,no_collateral,partner
14668,SME_03060,3,rejected,2021-05-10,,,,,no_collateral,branch
14669,SME_03060,7,rejected,2020-06-26,951.17,,,,insufficient_revenue,branch
14670,SME_03061,6,application,2016-09-18,,,,,,partner
14671,SME_03061,6,approved,2016-09-21,,,,,,partner
14672,SME_03061,6,completed,2017-03-15,,,4.0,,,partner
14673,SME_03062,4,rejected,2017-07-01,,,,,poor_credit_history,branch
14674,SME_03062,5,rejected,2016-11-15,,,,,insufficient_revenue,mobile_app
14675,SME_03062,6,application,2020-01-04,,,,,,mobile_app
14676,SME_03062,6,approved,2020-01-09,,,,,,mobile_app
14677,SME_03062,6,defaulted,2020-05-29,,,2.0,,,mobile_app
14678,SME_03063,4,rejected,2012-11-01,,,,,poor_credit_history,agent
14679,SME_03064,6,application,2021-05-20,,,,,,agent
14680,SME_03064,6,approved,2021-05-27,,,,,,agent
14681,SME_03064,6,completed,2021-06-30,,,3.0,,,agent
14682,SME_03064,7,application,2023-01-12,4671.64,,,,,partner
14683,SME_03064,7,approved,2023-01-19,4671.64,3309.53,,,,partner
14684,SME_03064,7,completed,2024-01-01,4671.64,3309.53,5.0,88.9,,partner
14685,SME_03065,6,inquiry,2023-05-17,,,,,,branch
14686,SME_03066,3,application,2018-12-24,,,,,,branch
14687,SME_03066,3,approved,2018-12-27,,,,,,branch
14688,SME_03066,8,application,2021-12-12,12872.08,,,,,mobile_app
14689,SME_03066,8,approved,2021-12-20,12872.08,11347.51,,,,mobile_app
14690,SME_03066,8,completed,2022-05-07,12872.08,11347.51,4.0,88.7,,mobile_app
14691,SME_03067,1,application,2015-05-15,2447.83,,,,,branch
14692,SME_03067,1,approved,2015-05-16,2447.83,2209.87,,,,branch
14693,SME_03067,1,completed,2015-09-02,2447.83,2209.87,,93.4,,branch
14694,SME_03068,1,application,2020-07-30,692.43,,,,,branch
14695,SME_03068,1,approved,2020-08-12,692.43,597.65,,,,branch
14696,SME_03068,2,application,2022-07-08,8583.75,,,,,branch
14697,SME_03068,2,approved,2022-07-14,8583.75,6594.86,,,,branch
14698,SME_03068,2,completed,2023-02-21,8583.75,6594.86,4.0,94.8,,branch
14699,SME_03068,7,application,2023-04-17,1641.03,,,,,branch
14700,SME_03068,7,approved,2023-04-25,1641.03,1522.06,,,,branch
14701,SME_03068,7,completed,2024-02-26,1641.03,1522.06,4.0,87.7,,branch
14702,SME_03069,8,application,2005-10-15,2010.35,,,,,mobile_app
14703,SME_03069,8,approved,2005-10-21,2010.35,1655.28,,,,mobile_app
14704,SME_03069,8,completed,2006-03-29,2010.35,1655.28,5.0,95.0,,mobile_app
14705,SME_03070,1,rejected,2024-09-25,622.65,,,,no_collateral,mobile_app
14706,SME_03070,6,application,2025-04-08,,,,,,branch
14707,SME_03070,6,approved,2025-04-13,,,,,,branch
14708,SME_03070,6,completed,2025-07-18,,,4.0,,,branch
14709,SME_03071,1,application,2024-02-18,587.44,,,,,branch
14710,SME_03071,1,approved,2024-02-28,587.44,545.9,,,,branch
14711,SME_03071,1,completed,2025-01-04,587.44,545.9,5.0,96.4,,branch
14712,SME_03071,2,application,2022-08-27,50000.0,,,,,mobile_app
14713,SME_03071,2,approved,2022-08-29,50000.0,43899.72,,,,mobile_app
14714,SME_03071,6,application,2020-12-30,,,,,,branch
14715,SME_03071,6,approved,2021-01-11,,,,,,branch
14716,SME_03072,1,application,2019-05-18,149.5,,,,,branch
14717,SME_03072,1,approved,2016-06-06,149.5,106.99,,,,branch
14718,SME_03073,2,inquiry,2016-04-13,,,,,,mobile_app
14719,SME_03073,3,application,2017-12-02,,,,,,mobile_app
14720,SME_03073,3,approved,2017-12-11,,,,,,mobile_app
14721,SME_03073,3,completed,2018-01-07,,,4.0,,,mobile_app
14722,SME_03073,5,application,2018-09-27,,,,,,mobile_app
14723,SME_03073,5,approved,2018-10-08,,,,,,mobile_app
14724,SME_03073,5,completed,2019-01-10,,,4.0,,,mobile_app
14725,SME_03073,6,application,2020-10-03,,,,,,mobile_app
14726,SME_03073,6,approved,2020-10-10,,,,,,mobile_app
14727,SME_03073,6,completed,2021-01-16,,,3.0,,,mobile_app
14728,SME_03074,1,application,2011-05-24,278.76,,,,,branch
14729,SME_03074,1,approved,2011-06-01,278.76,200.55,,,,branch
14730,SME_03074,1,completed,2012-02-14,278.76,200.55,3.0,96.2,,branch
14731,SME_03074,2,inquiry,2010-11-08,,,,,,agent
14732,SME_03074,8,application,2009-12-18,481.34,,,,,branch
14733,SME_03074,8,approved,2009-12-30,481.34,481.29,,,,branch
14734,SME_03074,8,completed,2010-11-22,481.34,481.29,5.0,96.4,,branch
14735,SME_03075,2,application,2015-07-02,17933.14,,,,,agent
14736,SME_03075,2,approved,2015-07-04,17933.14,15839.95,,,,agent
14737,SME_03075,2,completed,2016-07-16,17933.14,15839.95,3.0,85.5,,agent
14738,SME_03075,6,application,2015-08-16,,,,,,mobile_app
14739,SME_03075,6,approved,2015-08-22,,,,,,mobile_app
14740,SME_03075,6,completed,2015-11-21,,,,,,mobile_app
14741,SME_03075,7,application,2016-12-04,1068.06,,,,,partner
14742,SME_03075,7,approved,2016-12-14,1068.06,796.8,,,,partner
14743,SME_03076,1,application,2008-12-22,387.56,,,,,mobile_app
14744,SME_03076,1,approved,2009-01-02,387.56,348.4,,,,mobile_app
14745,SME_03076,1,completed,2009-06-24,387.56,348.4,3.0,86.3,,mobile_app
14746,SME_03076,2,application,2011-08-05,2454.7,,,,,branch
14747,SME_03076,2,approved,2011-08-12,2454.7,3079.8062504310087,,,,branch
14748,SME_03076,2,completed,2012-04-26,2454.7,2222.49,4.0,100.0,,branch
14749,SME_03076,5,inquiry,2008-01-25,,,,,,branch
14750,SME_03077,3,application,2015-12-10,,,,,,agent
14751,SME_03077,3,approved,2015-12-23,,,,,,agent
14752,SME_03077,4,application,2015-06-19,,,,,,mobile_app
14753,SME_03077,4,approved,2015-06-27,,,,,,mobile_app
14754,SME_03077,4,defaulted,2015-08-26,,,1.0,,,mobile_app
14755,SME_03077,8,application,2015-06-06,241.96,,,,,branch
14756,SME_03077,8,approved,2015-06-14,241.96,210.66,,,,branch
14757,SME_03077,8,defaulted,2016-03-11,241.96,210.66,1.0,50.9,,branch
14758,SME_03078,7,application,2019-02-21,977.73,,,,,mobile_app
14759,SME_03078,7,approved,2019-02-26,977.73,701.51,,,,mobile_app
14760,SME_03078,7,defaulted,2020-01-22,977.73,701.51,1.0,12.7,,mobile_app
14761,SME_03078,8,application,2016-05-14,303.89,,,,,mobile_app
14762,SME_03078,8,approved,2016-05-15,303.89,285.6,,,,mobile_app
14763,SME_03078,8,defaulted,2016-11-14,303.89,285.6,1.0,58.5,,mobile_app
14764,SME_03079,2,application,2011-10-13,4648.07,,,,,branch
14765,SME_03079,2,approved,2011-10-17,4648.07,4204.44,,,,branch
14766,SME_03079,2,completed,2012-09-02,4648.07,4204.44,4.0,91.5,,branch
14767,SME_03079,4,application,2011-08-15,,,,,,branch
14768,SME_03079,4,approved,2011-08-23,,,,,,branch
14769,SME_03080,1,application,2019-07-26,6290.69,,,,,branch
14770,SME_03080,1,approved,2019-08-01,6290.69,5388.24,,,,branch
14771,SME_03081,1,application,2023-01-12,1437.39,,,,,mobile_app
14772,SME_03081,1,approved,2023-01-15,1437.39,1373.26,,,,mobile_app
14773,SME_03081,1,completed,2023-06-24,1437.39,1373.26,4.0,98.3,,mobile_app
14774,SME_03081,7,application,2025-03-19,1414.02,,,,,agent
14775,SME_03081,7,approved,2025-03-31,1414.02,1284.89,,,,agent
14776,SME_03081,7,completed,2026-04-09,1414.02,1284.89,3.0,88.9,,agent
14777,SME_03081,8,application,2021-11-15,1627.34,,,,,agent
14778,SME_03081,8,approved,2021-11-20,1627.34,1343.03,,,,agent
14779,SME_03081,8,completed,2020-01-26,1627.34,1343.03,4.0,91.2,,agent
14780,SME_03083,3,application,2014-04-06,,,,,,agent
14781,SME_03083,3,approved,2014-04-07,,,,,,agent
14782,SME_03083,3,completed,2014-06-12,,,4.0,,,agent
14783,SME_03083,5,inquiry,2012-06-16,,,,,,agent
14784,SME_03083,8,application,2012-03-27,50000.0,,,,,mobile_app
14785,SME_03083,8,approved,2012-04-09,50000.0,47765.14,,,,mobile_app
14786,SME_03083,8,completed,2012-09-02,50000.0,47765.14,,97.3,,mobile_app
14787,SME_03084,6,application,2011-07-20,,,,,,mobile_app
14788,SME_03084,6,approved,2011-07-22,,,,,,mobile_app
14789,SME_03084,6,completed,2011-09-13,,,5.0,,,mobile_app
14790,SME_03084,7,inquiry,2012-05-15,,,,,,partner
14791,SME_03084,8,inquiry,2011-09-07,,,,,,partner
14792,SME_03085,5,application,2019-09-10,,,,,,agent
14793,SME_03085,5,approved,2019-09-13,,,,,,agent
14794,SME_03085,5,completed,2019-10-16,,,4.0,,,agent
14795,SME_03085,6,application,2016-11-05,,,,,,mobile_app
14796,SME_03085,6,approved,2016-11-13,,,,,,mobile_app
14797,SME_03085,6,completed,2017-01-20,,,3.0,,,mobile_app
14798,SME_03085,7,rejected,2016-04-19,323.13,,,,insufficient_revenue,mobile_app
14799,SME_03085,8,application,2019-09-16,882.45,,,,,agent
14800,SME_03085,8,approved,2019-09-26,882.45,632.68,,,,agent
14801,SME_03085,8,completed,2020-07-03,882.45,632.68,5.0,88.5,,agent
14802,SME_03087,1,application,2009-07-28,8324.01,,,,,mobile_app
14803,SME_03087,1,approved,2009-07-30,8324.01,6847.94,,,,mobile_app
14804,SME_03087,5,application,2011-10-28,,,,,,branch
14805,SME_03087,5,approved,2011-11-08,,,,,,branch
14806,SME_03087,5,completed,2011-12-03,,,3.0,,,branch
14807,SME_03087,8,rejected,2009-03-30,158.19,,,,sector_not_eligible,agent
14808,SME_03088,1,inquiry,2013-04-30,,,,,,branch
14809,SME_03088,2,application,2016-06-25,1377.23,,,,,branch
14810,SME_03088,2,approved,2016-07-05,1377.23,1253.39,,,,branch
14811,SME_03088,2,completed,2016-09-24,1377.23,1253.39,4.0,92.9,,branch
14812,SME_03088,8,application,2014-08-13,14969.67,,,,,mobile_app
14813,SME_03088,8,approved,2014-08-25,14969.67,11016.84,,,,mobile_app
14814,SME_03088,8,completed,2014-11-08,14969.67,11016.84,5.0,92.1,,mobile_app
14815,SME_03089,6,application,2017-02-05,,,,,,agent
14816,SME_03089,6,approved,2017-02-08,,,,,,agent
14817,SME_03089,6,completed,2017-06-14,,,4.0,,,agent
14818,SME_03090,5,application,2012-10-17,,,,,,branch
14819,SME_03090,5,approved,2012-10-23,,,,,,branch
14820,SME_03090,6,application,2012-09-26,,,,,,branch
14821,SME_03090,6,approved,2012-10-06,,,,,,branch
14822,SME_03090,6,completed,2013-01-22,,,5.0,,,branch
14823,SME_03091,1,application,2009-09-16,1678.89,,,,,branch
14824,SME_03091,1,approved,2009-09-20,1678.89,1357.71,,,,branch
14825,SME_03091,1,completed,2010-08-21,1678.89,1357.71,5.0,96.3,,branch
14826,SME_03091,2,application,2012-12-28,133.07,,,,,agent
14827,SME_03091,2,approved,2012-12-30,133.07,101.06,,,,agent
14828,SME_03091,8,application,2013-08-30,1178.08,,,,,mobile_app
14829,SME_03091,8,approved,2013-09-10,1178.08,1076.5,,,,mobile_app
14830,SME_03091,8,completed,2014-08-21,1178.08,1076.5,5.0,95.2,,mobile_app
14831,SME_03092,1,application,2021-01-25,4944.65,,,,,agent
14832,SME_03092,1,approved,2021-02-01,4944.65,4658.5,,,,agent
14833,SME_03092,1,completed,2021-08-21,4944.65,4658.5,4.0,92.1,,agent
14834,SME_03092,8,inquiry,2020-06-21,,,,,,branch
14835,SME_03093,5,application,2015-03-26,,,,,,branch
14836,SME_03093,5,approved,2015-04-07,,,,,,branch
14837,SME_03093,5,completed,2015-06-18,,,5.0,,,branch
14838,SME_03093,8,rejected,2015-09-21,5508.63,,,,sector_not_eligible,mobile_app
14839,SME_03094,1,application,2016-10-02,244.23,,,,,mobile_app
14840,SME_03094,1,approved,2016-10-10,244.23,172.32,,,,mobile_app
14841,SME_03094,1,completed,2017-10-10,244.23,172.32,4.0,93.8,,mobile_app
14842,SME_03094,5,application,2017-11-12,,,,,,branch
14843,SME_03094,5,approved,2017-11-25,,,,,,branch
14844,SME_03094,5,completed,2018-02-09,,,4.0,,,branch
14845,SME_03095,6,application,2006-12-28,,,,,,mobile_app
14846,SME_03095,6,approved,2007-01-08,,,,,,mobile_app
14847,SME_03095,6,completed,2007-04-21,,,4.0,,,mobile_app
14848,SME_03095,8,application,2006-09-04,5353.94,,,,,mobile_app
14849,SME_03095,8,approved,2006-09-16,5353.94,4761.21,,,,mobile_app
14850,SME_03096,4,application,2011-01-19,,,,,,mobile_app
14851,SME_03096,4,approved,2011-01-29,,,,,,mobile_app
14852,SME_03096,4,completed,2011-05-22,,,5.0,,,mobile_app
14853,SME_03097,3,rejected,2011-12-10,,,,,documentation_missing,mobile_app
14854,SME_03097,8,application,2011-11-13,1104.55,,,,,mobile_app
14855,SME_03097,8,approved,2011-11-19,1104.55,943.23,,,,mobile_app
14856,SME_03097,8,completed,2012-08-11,1104.55,943.23,5.0,90.5,,mobile_app
14857,SME_03098,1,application,2014-03-13,15828.51,,,,,partner
14858,SME_03098,1,approved,2014-03-17,15828.51,13704.71,,,,partner
14859,SME_03098,1,completed,2014-07-28,15828.51,13704.71,4.0,94.9,,partner
14860,SME_03098,2,application,2012-05-20,390.58,,,,,branch
14861,SME_03098,2,approved,2012-05-24,390.58,286.65,,,,branch
14862,SME_03098,2,completed,2012-09-07,390.58,286.65,4.0,87.7,,branch
14863,SME_03098,8,rejected,2012-04-29,7993.31,,,,sector_not_eligible,branch
14864,SME_03099,6,application,2021-11-02,,,,,,agent
14865,SME_03099,6,approved,2021-11-06,,,,,,agent
14866,SME_03099,6,completed,2022-04-17,,,3.0,,,agent
14867,SME_03100,1,rejected,2017-01-10,978.83,,,,poor_credit_history,mobile_app
14868,SME_03100,3,application,2017-03-25,,,,,,branch
14869,SME_03100,3,approved,2017-03-28,,,,,,branch
14870,SME_03100,3,defaulted,2017-07-06,,,1.0,,,branch
14871,SME_03100,7,application,2017-02-27,372.6,,,,,mobile_app
14872,SME_03100,7,approved,2017-03-04,372.6,308.71,,,,mobile_app
14873,SME_03100,7,completed,2017-12-12,372.6,308.71,3.0,94.3,,mobile_app
14874,SME_03101,4,application,2021-09-04,,,,,,mobile_app
14875,SME_03101,4,approved,2021-09-15,,,,,,mobile_app
14876,SME_03101,6,inquiry,2023-01-17,,,,,,branch
14877,SME_03102,6,application,2012-11-29,,,,,,mobile_app
14878,SME_03102,6,approved,2012-12-06,,,,,,mobile_app
14879,SME_03102,6,completed,2013-01-10,,,4.0,,,mobile_app
14880,SME_03102,8,application,2015-08-12,1514.23,,,,,mobile_app
14881,SME_03102,8,approved,2015-08-13,1514.23,1085.34,,,,mobile_app
14882,SME_03102,8,completed,2016-09-07,1514.23,1085.34,5.0,89.7,,mobile_app
14883,SME_03103,1,application,2020-07-17,2657.15,,,,,branch
14884,SME_03103,1,approved,2020-07-23,2657.15,2214.6,,,,branch
14885,SME_03103,1,completed,2020-11-04,2657.15,2214.6,3.0,95.5,,branch
14886,SME_03103,2,application,2020-11-19,3081.57,,,,,mobile_app
14887,SME_03103,2,approved,2020-11-23,3081.57,2230.42,,,,mobile_app
14888,SME_03103,2,completed,2021-05-08,3081.57,2230.42,4.0,99.2,,mobile_app
14889,SME_03103,8,inquiry,2020-02-20,,,,,,agent
14890,SME_03104,1,inquiry,2009-08-30,,,,,,agent
14891,SME_03104,6,application,2011-01-07,,,,,,mobile_app
14892,SME_03104,6,approved,2011-01-09,,,,,,mobile_app
14893,SME_03105,1,application,2021-09-09,870.56,,,,,mobile_app
14894,SME_03105,1,approved,2021-09-17,870.56,1112.252586237963,,,,mobile_app
14895,SME_03105,1,completed,2022-08-30,870.56,870.53,5.0,92.4,,mobile_app
14896,SME_03106,5,application,2017-12-13,,,,,,partner
14897,SME_03106,5,approved,2017-12-25,,,,,,partner
14898,SME_03106,8,rejected,2016-09-16,885.51,,,,sector_not_eligible,agent
14899,SME_03107,6,application,2008-02-25,,,,,,agent
14900,SME_03107,6,approved,2008-03-06,,,,,,agent
14901,SME_03107,8,rejected,2007-02-02,1163.27,,,,documentation_missing,branch
14902,SME_03108,6,application,2020-10-28,,,,,,mobile_app
14903,SME_03108,6,approved,2020-11-01,,,,,,mobile_app
14904,SME_03108,6,completed,2021-01-17,,,4.0,,,mobile_app
14905,SME_03109,1,application,2016-12-01,12339.96,,,,,mobile_app
14906,SME_03109,1,approved,2016-12-09,12339.96,10899.95,,,,mobile_app
14907,SME_03109,1,completed,2017-04-16,12339.96,10899.95,4.0,99.8,,mobile_app
14908,SME_03109,4,application,2018-07-09,,,,,,mobile_app
14909,SME_03109,4,approved,2018-07-13,,,,,,mobile_app
14910,SME_03109,4,defaulted,2018-11-07,,,,,,mobile_app
14911,SME_03110,8,application,2005-03-06,2422.8,,,,,mobile_app
14912,SME_03110,8,approved,2005-03-15,2422.8,1719.61,,,,mobile_app
14913,SME_03110,8,completed,2005-06-24,2422.8,1719.61,3.0,93.9,,mobile_app
14914,SME_03112,1,rejected,2016-04-08,9541.45,,,,poor_credit_history,mobile_app
14915,SME_03112,2,application,2019-03-05,1341.62,,,,,mobile_app
14916,SME_03112,2,approved,2019-03-13,1341.62,992.13,,,,mobile_app
14917,SME_03112,6,rejected,2017-08-09,,,,,sector_not_eligible,mobile_app
14918,SME_03112,7,application,2018-11-24,2025.23,,,,,mobile_app
14919,SME_03112,7,approved,2018-12-01,2025.23,1685.66,,,,mobile_app
14920,SME_03112,7,completed,2019-03-11,2025.23,1685.66,4.0,86.6,,mobile_app
14921,SME_03113,1,application,2020-11-19,695.94,,,,,mobile_app
14922,SME_03113,1,approved,2020-11-21,695.94,534.97,,,,mobile_app
14923,SME_03113,1,completed,2021-09-27,695.94,534.97,4.0,99.1,,mobile_app
14924,SME_03113,4,application,2019-02-08,,,,,,mobile_app
14925,SME_03113,4,approved,2019-02-21,,,,,,mobile_app
14926,SME_03113,4,completed,2019-06-11,,,3.0,,,mobile_app
14927,SME_03113,6,application,2018-07-29,,,,,,mobile_app
14928,SME_03113,6,approved,2018-08-09,,,,,,mobile_app
14929,SME_03113,6,completed,2018-10-04,,,5.0,,,mobile_app
14930,SME_03114,1,application,2015-01-24,661.93,,,,,mobile_app
14931,SME_03114,1,approved,2018-04-08,661.93,608.49,,,,mobile_app
14932,SME_03114,1,completed,2018-09-22,661.93,768.9825744227272,4.0,85.6,,mobile_app
14933,SME_03114,2,rejected,2017-12-23,264.9,,,,no_collateral,branch
14934,SME_03114,6,application,2020-03-13,,,,,,mobile_app
14935,SME_03114,6,approved,2020-03-18,,,,,,mobile_app
14936,SME_03117,5,inquiry,2019-06-14,,,,,,branch
14937,SME_03117,6,rejected,2017-11-08,,,,,no_collateral,branch
14938,SME_03118,1,application,2013-03-05,6290.14,,,,,mobile_app
14939,SME_03118,1,approved,2013-03-14,6290.14,4445.4,,,,mobile_app
14940,SME_03118,6,application,2014-02-15,,,,,,branch
14941,SME_03118,6,approved,2014-02-16,,,,,,branch
14942,SME_03119,1,application,2023-03-10,2129.17,,,,,agent
14943,SME_03119,1,approved,2023-03-15,2129.17,1830.65,,,,agent
14944,SME_03119,1,completed,2023-11-29,2129.17,1830.65,5.0,89.2,,agent
14945,SME_03119,3,inquiry,2022-06-13,,,,,,branch
14946,SME_03120,1,rejected,2010-10-30,1519.39,,,,no_collateral,branch
14947,SME_03121,1,application,2014-03-16,2956.05,,,,,mobile_app
14948,SME_03121,1,approved,2014-03-22,2956.05,2477.48,,,,mobile_app
14949,SME_03121,1,completed,2014-08-26,2956.05,2477.48,4.0,87.4,,mobile_app
14950,SME_03121,2,application,2016-04-09,3883.76,,,,,partner
14951,SME_03121,2,approved,2016-04-16,3883.76,3607.74,,,,partner
14952,SME_03121,2,completed,2016-06-15,3883.76,3607.74,4.0,87.5,,partner
14953,SME_03122,5,rejected,2015-02-06,,,,,insufficient_revenue,agent
14954,SME_03123,6,rejected,2008-02-12,,,,,no_collateral,branch
14955,SME_03124,1,application,2023-05-13,3675.84,,,,,mobile_app
14956,SME_03124,1,approved,2023-05-19,3675.84,3159.06,,,,mobile_app
14957,SME_03124,5,application,2021-06-16,,,,,,mobile_app
14958,SME_03124,5,approved,2021-06-24,,,,,,mobile_app
14959,SME_03124,5,completed,2021-08-24,,,4.0,,,mobile_app
14960,SME_03124,8,application,2022-03-13,100.0,,,,,branch
14961,SME_03124,8,approved,2022-03-21,100.0,70.22,,,,branch
14962,SME_03125,1,rejected,2009-07-21,2245.36,,,,documentation_missing,mobile_app
14963,SME_03126,6,application,2016-03-12,,,,,,mobile_app
14964,SME_03126,6,approved,2016-03-14,,,,,,mobile_app
14965,SME_03126,6,completed,2016-04-24,,,5.0,,,mobile_app
14966,SME_03127,1,application,2022-07-24,778.62,,,,,mobile_app
14967,SME_03127,1,approved,2022-07-27,778.62,657.74,,,,mobile_app
14968,SME_03127,1,completed,2023-02-12,778.62,657.74,3.0,85.1,,mobile_app
14969,SME_03127,2,application,2024-07-06,6107.6,,,,,mobile_app
14970,SME_03127,2,approved,2024-07-12,6107.6,4477.11,,,,mobile_app
14971,SME_03127,2,completed,2025-07-02,6107.6,4477.11,5.0,94.0,,mobile_app
14972,SME_03127,6,application,2024-03-18,,,,,,branch
14973,SME_03127,6,approved,2024-03-31,,,,,,branch
14974,SME_03127,6,completed,2024-05-14,,,5.0,,,branch
14975,SME_03128,6,application,2024-12-15,,,,,,mobile_app
14976,SME_03128,6,approved,2024-12-20,,,,,,mobile_app
14977,SME_03128,6,completed,2025-03-09,,,5.0,,,mobile_app
14978,SME_03128,7,rejected,2025-09-13,1938.87,,,,poor_credit_history,agent
14979,SME_03129,5,application,2009-04-19,,,,,,branch
14980,SME_03129,5,approved,2009-04-29,,,,,,branch
14981,SME_03130,1,application,2013-01-02,2857.65,,,,,branch
14982,SME_03130,1,approved,2013-01-10,2857.65,2619.69,,,,branch
14983,SME_03130,6,rejected,2014-08-12,,,,,poor_credit_history,branch
14984,SME_03130,7,inquiry,2012-11-26,,,,,,agent
14985,SME_03131,4,application,2016-06-22,,,,,,branch
14986,SME_03131,4,approved,2016-06-28,,,,,,branch
14987,SME_03131,7,application,2016-08-10,2954.83,,,,,branch
14988,SME_03131,7,approved,2016-08-19,2954.83,2548.32,,,,branch
14989,SME_03131,7,completed,2017-08-26,2954.83,2548.32,4.0,88.5,,branch
14990,SME_03132,1,application,2021-10-07,2167.0,,,,,agent
14991,SME_03132,1,approved,2021-10-18,2167.0,1659.02,,,,agent
14992,SME_03132,1,completed,2022-06-02,2167.0,1659.02,5.0,85.2,,agent
14993,SME_03132,2,application,2017-09-16,3550.94,,,,,agent
14994,SME_03132,2,approved,2017-09-18,3550.94,2912.25,,,,agent
14995,SME_03132,2,completed,2018-03-20,3550.94,2912.25,5.0,96.3,,agent
14996,SME_03132,4,application,2018-06-25,,,,,,branch
14997,SME_03132,4,approved,2018-06-28,,,,,,branch
14998,SME_03132,4,completed,2018-10-08,,,4.0,,,branch
14999,SME_03133,6,rejected,2011-11-23,,,,,sector_not_eligible,mobile_app
15000,SME_03133,8,inquiry,2010-08-31,,,,,,branch
15001,SME_03134,5,application,2018-08-05,,,,,,mobile_app
15002,SME_03134,5,approved,2018-08-06,,,,,,mobile_app
15003,SME_03134,5,completed,2018-12-08,,,3.0,,,mobile_app
15004,SME_03135,2,application,2022-02-09,4834.88,,,,,agent
15005,SME_03135,2,approved,2022-02-14,4834.88,3495.45,,,,agent
15006,SME_03135,2,completed,2023-01-04,4834.88,3495.45,4.0,92.1,,agent
15007,SME_03135,3,application,2022-12-26,,,,,,agent
15008,SME_03135,3,approved,2022-12-27,,,,,,agent
15009,SME_03135,7,application,2021-02-15,1220.84,,,,,agent
15010,SME_03135,7,approved,2021-02-26,1220.84,1193.59,,,,agent
15011,SME_03136,1,application,2019-05-11,10846.01,,,,,mobile_app
15012,SME_03136,1,approved,2019-05-16,10846.01,8577.83,,,,mobile_app
15013,SME_03136,1,completed,2019-09-06,10846.01,8577.83,5.0,95.1,,mobile_app
15014,SME_03137,1,inquiry,2021-09-30,,,,,,branch
15015,SME_03137,2,rejected,2022-06-28,30000.0,,,,documentation_missing,branch
15016,SME_03137,6,rejected,2019-11-26,,,,,no_collateral,branch
15017,SME_03137,7,rejected,2021-07-28,864.79,,,,no_collateral,mobile_app
15018,SME_03138,4,rejected,2023-05-08,,,,,no_collateral,mobile_app
15019,SME_03138,6,rejected,2021-06-26,,,,,no_collateral,mobile_app
15020,SME_03138,8,application,2024-12-30,13825.94,,,,,branch
15021,SME_03138,8,approved,2025-01-04,13825.94,11553.37,,,,branch
15022,SME_03139,3,inquiry,2022-01-30,,,,,,branch
15023,SME_03139,6,application,2021-10-17,,,,,,agent
15024,SME_03139,6,approved,2021-10-20,,,,,,agent
15025,SME_03139,6,completed,2021-12-10,,,4.0,,,agent
15026,SME_03141,1,application,2023-04-20,754.87,,,,,branch
15027,SME_03141,1,approved,2023-05-02,754.87,597.54,,,,branch
15028,SME_03141,1,completed,2023-11-05,754.87,597.54,4.0,87.7,,branch
15029,SME_03141,2,application,2025-11-14,1936.08,,,,,branch
15030,SME_03141,2,approved,2025-11-19,1936.08,1539.97,,,,branch
15031,SME_03141,3,inquiry,2023-07-27,,,,,,branch
15032,SME_03141,7,inquiry,2023-06-26,,,,,,partner
15033,SME_03141,8,rejected,2023-02-24,2919.71,,,,sector_not_eligible,mobile_app
15034,SME_03142,1,application,2013-05-31,1622.51,,,,,agent
15035,SME_03142,1,approved,2016-10-10,1622.51,1311.73,,,,agent
15036,SME_03142,6,application,2014-06-29,,,,,,mobile_app
15037,SME_03142,6,approved,2014-07-05,,,,,,mobile_app
15038,SME_03143,1,application,2018-03-12,2032.69,,,,,branch
15039,SME_03143,1,approved,2018-03-13,2032.69,1630.2,,,,branch
15040,SME_03143,1,completed,2019-02-20,2032.69,1630.2,4.0,97.9,,branch
15041,SME_03144,6,application,2023-05-02,,,,,,mobile_app
15042,SME_03144,6,approved,2023-05-05,,,,,,mobile_app
15043,SME_03144,6,completed,2023-06-21,,,4.0,,,mobile_app
15044,SME_03145,1,application,2009-01-11,1152.19,,,,,partner
15045,SME_03145,1,approved,2009-01-12,1152.19,1010.96,,,,partner
15046,SME_03145,5,rejected,2008-09-04,,,,,documentation_missing,mobile_app
15047,SME_03145,6,application,2010-09-20,,,,,,branch
15048,SME_03145,6,approved,2010-09-24,,,,,,branch
15049,SME_03145,6,completed,2011-02-26,,,4.0,,,branch
15050,SME_03146,3,rejected,2024-07-16,,,,,sector_not_eligible,agent
15051,SME_03146,7,rejected,2021-12-07,582.17,,,,documentation_missing,agent
15052,SME_03147,1,application,2022-09-27,1459.54,,,,,agent
15053,SME_03147,1,approved,2022-10-05,1459.54,1043.44,,,,agent
15054,SME_03147,1,completed,2023-07-07,1459.54,1043.44,5.0,90.6,,agent
15055,SME_03148,1,rejected,2024-10-13,299.62,,,,poor_credit_history,branch
15056,SME_03148,4,rejected,2023-05-01,,,,,documentation_missing,mobile_app
15057,SME_03150,6,application,2009-11-17,,,,,,branch
15058,SME_03150,6,approved,2009-11-29,,,,,,branch
15059,SME_03150,6,defaulted,2010-02-17,,,2.0,,,branch
15060,SME_03150,8,application,2009-08-09,186.15,,,,,mobile_app
15061,SME_03150,8,approved,2009-08-17,186.15,150.26,,,,mobile_app
15062,SME_03150,8,defaulted,2009-12-10,186.15,150.26,1.0,27.8,,mobile_app
